経過時間(s),初速度(0.0kph),初速度(5.0kph),初速度(10.0kph),初速度(15.0kph),初速度(20.0kph),初速度(25.0kph),初速度(30.0kph),初速度(35.0kph),初速度(40.0kph),初速度(45.0kph),初速度(50.0kph),初速度(55.0kph),初速度(60.0kph),初速度(65.0kph),初速度(70.0kph),初速度(75.0kph),初速度(80.0kph),初速度(85.0kph),初速度(90.0kph),初速度(95.0kph),初速度(100.0kph),初速度(105.0kph),初速度(110.0kph),初速度(115.0kph),初速度(120.0kph),初速度(125.0kph),初速度(130.0kph),初速度(135.0kph),初速度(140.0kph)
9.6,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.2,0.2
9.61,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.2,0.2
9.62,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.2,0.2
9.63,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.2,0.2,0.2
9.64,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.2,0.2,0.2
9.65,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.2,0.2,0.2
9.66,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.2,0.2,0.2
9.67,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.2,0.2,0.2
9.68,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.2,0.2,0.2
9.69,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.2,0.2,0.2
9.7,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.2,0.2,0.2
9.71,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.2,0.2,0.2
9.72,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.2,0.2,0.2
9.73,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.2,0.2,0.2
9.74,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.2,0.2,0.2
9.75,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.2,0.2,0.2
9.76,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.2,0.2,0.2
9.77,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.2,0.2,0.2
9.78,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.2,0.2,0.2
9.79,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.2,0.2,0.2
9.8,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.2,0.2,0.2
9.81,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.2,0.2,0.2
9.82,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.2,0.2,0.2
9.83,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.2,0.2,0.2
9.84,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.2,0.2,0.2
9.85,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.2,0.2,0.2
9.86,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.2,0.2,0.2
9.87,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.2,0.2,0.2
9.88,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.2,0.2,0.2
9.89,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.2,0.2,0.2
9.9,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.2,0.2,0.2
9.91,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.2,0.2,0.2
9.92,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.2,0.2,0.2
9.93,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.2,0.2,0.2
9.94,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.2,0.2,0.2
9.95,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.2,0.2,0.2
9.96,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.2,0.2,0.2
9.97,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.2,0.2,0.2
9.98,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.2,0.2,0.2
9.99,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.2,0.2,0.2
10,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.2,0.2,0.2
