経過時間(s),初速度(0.0kph),初速度(5.0kph),初速度(10.0kph),初速度(15.0kph),初速度(20.0kph),初速度(25.0kph),初速度(30.0kph),初速度(35.0kph),初速度(40.0kph),初速度(45.0kph),初速度(50.0kph),初速度(55.0kph),初速度(60.0kph),初速度(65.0kph),初速度(70.0kph),初速度(75.0kph),初速度(80.0kph),初速度(85.0kph),初速度(90.0kph),初速度(95.0kph),初速度(100.0kph),初速度(105.0kph),初速度(110.0kph),初速度(115.0kph),初速度(120.0kph),初速度(125.0kph),初速度(130.0kph),初速度(135.0kph),初速度(140.0kph)
6.18,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25
6.19,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25
6.2,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25
6.21,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25
6.22,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25
6.23,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25
6.24,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25
6.25,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25
6.26,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25
6.27,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25
6.28,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25
6.29,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25
6.3,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25
6.31,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25
6.32,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25
6.33,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25
6.34,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25
6.35,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25
6.36,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25
6.37,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25
6.38,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25
6.39,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25
6.4,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25
6.41,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25
6.42,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25
6.43,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25
6.44,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25
6.45,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25
6.46,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25
6.47,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25
6.48,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25
6.49,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25
6.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25
6.51,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25
6.52,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25
6.53,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25
6.54,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25
6.55,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25
6.56,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25
6.57,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25
6.58,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25
6.59,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25
6.6,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25
6.61,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25
6.62,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25
6.63,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25
6.64,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25
6.65,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25
6.66,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25
6.67,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25
6.68,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25
6.69,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25
6.7,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25
6.71,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25
6.72,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25
6.73,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25
6.74,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25
6.75,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25
6.76,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25
6.77,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25
6.78,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25
6.79,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25
6.8,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25
6.81,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25
6.82,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25
6.83,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25
6.84,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25
6.85,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25
6.86,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25
6.87,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25
6.88,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25
6.89,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25
6.9,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25
6.91,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25
6.92,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25
6.93,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25
6.94,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25
6.95,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25
6.96,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25
6.97,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25
6.98,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25
6.99,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25
7,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25
7.01,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25
7.02,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25
7.03,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25
7.04,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25
7.05,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25
7.06,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25
7.07,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25
7.08,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25
7.09,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25
7.1,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25
7.11,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25
7.12,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25
7.13,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25
7.14,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25
7.15,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25
7.16,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25
7.17,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25
7.18,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25
7.19,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25
7.2,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25
7.21,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25
7.22,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25
7.23,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25
7.24,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25
7.25,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25
7.26,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25
7.27,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25
7.28,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25
7.29,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25
7.3,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25
7.31,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25
